name,n_spots,pitch,n_voids,n_interior_empty_sites,void_area_frac,largest_void_frac,max_void_elongation,edge_jump_mean,edge_jump_p95,frac_high_jump_edges,n_cut_lines,max_cut_len,max_cut_straightness,n_expr_boundaries,n_folds,fold_area_frac,max_fold_zscore,max_coord_resid_pitch,p95_coord_resid_pitch,frac_displaced,frac_gap_spots,fill_bbox,boundary_irregularity,n_tears,n_missing_regions,damage_score,severity_label,n_events,kind,tissue,severity,seed,base,timestamp
DLPFC_151670,3498,137.00364958642524,0,0,0.0,0.0,1.0,0.6933109760284424,1.1593123197555535,9.818360333824252e-05,0,0,0.0,0,0,0.0,6.6619736492757085,0.005096445347264259,0.0044012081510765,0.0,0.04488279016580903,0.7591145833333334,0.0,0,0,0.0,none,0,real,dlpfc,nan,nan,DLPFC_151670,2026-07-18T08:39:29Z
warp_only_DLPFC_151507_s3_seed0,4226,131.54804155918492,0,3,0.0,0.0,1.0,0.6245175004005432,1.0757173061370848,0.0017763423496164716,1,6,0.6479984122355676,0,0,0.0,9.71539215164051,2.9380479589723563,1.6414137181955382,0.7621864647420729,0.04070042593469001,0.8465544871794872,0.0,0,0,0.0,none,0,warp_only,synthetic,3.0,0,DLPFC_151507,2026-07-18T08:39:30Z
synthetic_DLPFC_151507_s4_seed0,4226,129.35866602660496,0,3,0.0,0.0,1.0,0.62704998254776,1.0805883705615997,0.0015332472562943835,1,4,0.8355819313574323,0,0,0.0,9.71539215164051,7.885861439262219,6.3264067830952495,0.9756270705158543,0.057264552768575484,0.8465544871794872,0.0,0,0,0.0,none,0,synthetic,synthetic,4.0,0,DLPFC_151507,2026-07-18T08:39:32Z
DLPFC_151671,4110,137.00364958642524,0,0,0.0,0.0,1.0,0.6479981541633606,1.1138405203819275,0.002161982371528355,3,6,0.8203033804319956,0,1,0.00072992700729927,8.796022937108711,0.005139582288211671,0.00437068354736886,0.0,0.037712895377128956,0.8340097402597403,0.0,0,0,0.00072992700729927,mild,1,real,dlpfc,nan,nan,DLPFC_151671,2026-07-18T08:39:32Z
warp_only_DLPFC_151507_s4_seed0,4226,129.5882363672696,0,3,0.0,0.0,1.0,0.6245175004005432,1.0757173061370848,0.0017763423496164716,1,6,0.6559246971690256,0,0,0.0,9.71539215164051,3.9771760420969153,2.220684524782103,0.865120681495504,0.04093705631803123,0.8465544871794872,0.0,0,0,0.0,none,0,warp_only,synthetic,4.0,0,DLPFC_151507,2026-07-18T08:39:34Z
DLPFC_151672,4015,137.00364958642524,0,0,0.0,0.0,1.0,0.6865518093109131,1.161874234676361,0.0009408947053288854,0,0,0.0,0,0,0.0,8.795507472289133,0.0051369917423792315,0.004401905417833209,0.0,0.04682440846824409,0.8364583333333333,0.0,0,0,0.0,none,0,real,dlpfc,nan,nan,DLPFC_151672,2026-07-18T08:39:34Z
synthetic_DLPFC_151507_s6_seed0,4226,124.98634060114865,0,3,0.0,0.0,1.0,0.6332852244377136,1.0918353080749512,0.001205109664979513,0,0,0.0,0,0,0.0,9.71539215164051,12.24336719150707,9.822013111944806,0.9910080454330336,0.060340747752011356,0.8465544871794872,0.0,0,0,0.0,none,0,synthetic,synthetic,6.0,0,DLPFC_151507,2026-07-18T08:39:36Z
DLPFC_151673,3639,137.00364958642524,1,11,0.00247320692497939,0.00247320692497939,5.871040096532511,0.5001462697982788,0.9831773787736892,0.002461654989585306,3,7,0.7652621527837287,0,0,0.0,9.324538920476913,0.005142496288666588,0.00438391176779608,0.0,0.0555097554273152,0.8148231079265562,0.0,1,0,0.03236603462489695,mild,1,real,dlpfc,nan,nan,DLPFC_151673,2026-07-18T08:39:36Z
warp_only_DLPFC_151507_s6_seed0,4226,125.62884044204272,0,3,0.0,0.0,1.0,0.6245175004005432,1.0757173061370848,0.0017763423496164716,1,6,0.670421886850331,0,0,0.0,9.71539215164051,6.154612948857335,3.434964190124939,0.9462849029815428,0.04212020823473734,0.8465544871794872,0.0,0,0,0.0,none,0,warp_only,synthetic,6.0,0,DLPFC_151507,2026-07-18T08:39:37Z
DLPFC_151674,3673,137.00364958642524,1,28,0.006534168254832562,0.006534168254832562,10.19968865864586,0.4828072190284729,0.9479822397232057,0.004704111393357795,6,6,0.8412615577706133,0,0,0.0,8.877811727411858,0.005136636453463442,0.004377259711163353,0.0,0.058535257282875036,0.8118921308576481,0.0,1,0,0.052670841274162813,moderate,1,real,dlpfc,nan,nan,DLPFC_151674,2026-07-18T08:39:38Z
synthetic_DLPFC_151507_s8_seed0,4226,120.19685848224884,0,3,0.0,0.0,1.0,0.6500339508056641,1.1392857313156128,0.0028124741500537677,2,14,0.8331877850064452,0,0,0.0,9.71539215164051,16.97550869025386,13.6181547683156,0.9959772834831992,0.06152389966871746,0.8465544871794872,0.0,0,0,0.0,none,0,synthetic,synthetic,8.0,0,DLPFC_151507,2026-07-18T08:39:38Z
DLPFC_151675,3592,137.00364958642524,2,7,0.0011135857461024498,0.0005567928730512249,1.0,0.5472717881202698,1.0213873386383057,0.0014449475002408245,2,4,0.7526784282226973,0,0,0.0,7.564887683352788,0.005118744796131564,0.004377673172539813,0.0,0.055957683741648105,0.7368205128205129,0.0,2,0,0.0444543429844098,mild,2,real,dlpfc,nan,nan,DLPFC_151675,2026-07-18T08:39:39Z
warp_only_DLPFC_151507_s8_seed0,4226,121.90323113358036,0,3,0.0,0.0,1.0,0.6270449757575989,1.0787636637687683,0.001645955065426714,1,4,0.8477019238003253,0,0,0.0,9.71539215164051,8.457516615403897,4.720011675408126,0.973260766682442,0.04259346900141978,0.8465544871794872,0.0,0,0,0.0,none,0,warp_only,synthetic,8.0,0,DLPFC_151507,2026-07-18T08:39:40Z
DLPFC_151676,3460,137.00364958642524,0,4,0.0,0.0,1.0,0.5642062425613403,1.0155449211597443,0.000997406742469579,1,4,0.8189936867269926,0,0,0.0,9.299746168084043,0.005090802119423576,0.004368861791312616,0.0,0.05202312138728324,0.7966843195947502,0.0,0,0,0.0,none,0,real,dlpfc,nan,nan,DLPFC_151676,2026-07-18T08:39:41Z
synthetic_DLPFC_151507_s1_seed1,4226,135.47828540861522,0,3,0.0,0.0,1.0,0.6253467798233032,1.0784392595291137,0.0016132935387593772,1,4,0.8235275486263952,0,0,0.0,9.71539215164051,2.419890108370536,1.518244689416205,0.6502602934216754,0.0371509701845717,0.8465544871794872,0.0,0,0,0.0,none,0,synthetic,synthetic,1.0,1,DLPFC_151507,2026-07-18T08:39:41Z
warp_only_DLPFC_151507_s1_seed1,4226,135.54998994114254,0,3,0.0,0.0,1.0,0.6245175004005432,1.0757173061370848,0.0017763423496164716,1,6,0.6133799957911791,0,0,0.0,9.71539215164051,0.8096352191214301,0.5322001032163557,0.07027922385234264,0.03644107903454804,0.8465544871794872,0.0,0,0,0.0,none,0,warp_only,synthetic,1.0,1,DLPFC_151507,2026-07-18T08:39:43Z
V1_Breast_Cancer_Block_A_Section_1,3798,273.0,3,139,0.036334913112164295,0.02553975776724592,2.41546338632882,0.2614608108997345,0.7336431622505181,0.05547498187092096,61,31,0.9355970160705209,8,0,0.0,4.922040317124662,0.0025604354701308173,0.002185547445668176,0.0,0.05186940494997367,0.8290766208251473,0.0,2,1,0.20008425487098472,severe,3,real,breast,nan,nan,V1_Breast_Cancer_Block_A_Section_1,2026-07-18T08:39:43Z
synthetic_DLPFC_151507_s2_seed1,4226,133.29963761828114,0,3,0.0,0.0,1.0,0.624948263168335,1.0784205198287964,0.0017016449234259785,1,4,0.8270500481601689,0,0,0.0,9.71539215164051,4.920320616192087,3.0872906359989933,0.8599148130619971,0.04330336015144345,0.8465544871794872,0.0,0,0,0.0,none,0,synthetic,synthetic,2.0,1,DLPFC_151507,2026-07-18T08:39:45Z
V1_Breast_Cancer_Block_A_Section_2,3987,273.00183149568795,3,108,0.026586405818911463,0.020817657386506146,2.250164727417721,0.27285054326057434,0.6745989322662352,0.030900327078671026,51,13,0.9423818770983317,2,0,0.0,8.673920196482259,0.002586250376872365,0.0021991440102128233,0.0,0.048658138951592676,0.9246289424860853,0.0,2,1,0.1613945322297467,severe,3,real,breast,nan,nan,V1_Breast_Cancer_Block_A_Section_2,2026-07-18T08:39:46Z
warp_only_DLPFC_151507_s2_seed1,4226,133.47574496375574,0,3,0.0,0.0,1.0,0.6245175004005432,1.0757173061370848,0.0017763423496164716,1,6,0.609183194498815,0,0,0.0,9.71539215164051,1.646126144609366,1.0805596656164804,0.4779933743492664,0.040227165168007575,0.8465544871794872,0.0,0,0,0.0,none,0,warp_only,synthetic,2.0,1,DLPFC_151507,2026-07-18T08:39:47Z
synthetic_DLPFC_151507_s3_seed1,4226,131.12197415363835,0,3,0.0,0.0,1.0,0.6248870491981506,1.0767903089523314,0.0017034393251135625,1,6,0.608999808338007,0,0,0.0,9.71539215164051,7.503787201867063,4.708327833646723,0.924041646947468,0.04661618551822054,0.8465544871794872,0.0,0,0,0.0,none,0,synthetic,synthetic,3.0,1,DLPFC_151507,2026-07-18T08:39:48Z
V1_Mouse_Brain_Sagittal_Posterior,3355,137.0,1,3,0.0005961251862891207,0.0005961251862891207,1.0,0.24209152162075043,0.7642126739025116,0.08694764771915502,78,40,0.9398713978021314,9,0,0.0,7.913305011366665,0.00528724949513226,0.0043530854414494695,0.0,0.03278688524590164,0.8012897062335801,0.0,1,0,0.022980625931445606,mild,1,real,mouse_brain,nan,nan,V1_Mouse_Brain_Sagittal_Posterior,2026-07-18T08:39:49Z
warp_only_DLPFC_151507_s3_seed1,4226,131.39238153997564,0,3,0.0,0.0,1.0,0.6245175004005432,1.0757173061370848,0.0017763423496164716,1,6,0.6089998083380069,0,0,0.0,9.71539215164051,2.509200171306117,1.6456368214187835,0.7037387600567913,0.04188357785139612,0.8465544871794872,0.0,0,0,0.0,none,0,warp_only,synthetic,3.0,1,DLPFC_151507,2026-07-18T08:39:50Z
V1_Mouse_Brain_Sagittal_Posterior_Section_2,3289,137.0,0,0,0.0,0.0,1.0,0.2619283199310303,0.7902599573135376,0.06846321922796796,77,34,0.9820902249502368,10,0,0.0,7.423485469300417,0.00513600513676943,0.004381844085395406,0.0,0.034356947400425664,0.8031746031746032,0.0,0,0,0.0,none,0,real,mouse_brain,nan,nan,V1_Mouse_Brain_Sagittal_Posterior_Section_2,2026-07-18T08:39:51Z
synthetic_DLPFC_151507_s4_seed1,4226,129.02349599621948,0,3,0.0,0.0,1.0,0.6244835257530212,1.0766728401184082,0.0017066233238520927,1,6,0.6129681690559506,0,0,0.0,9.71539215164051,10.168270739050525,6.380200497242471,0.9555134879318504,0.053005205868433505,0.8465544871794872,0.0,0,0,0.0,none,0,synthetic,synthetic,4.0,1,DLPFC_151507,2026-07-18T08:39:51Z
V1_Mouse_Kidney,1438,137.00364958642524,2,6,0.0034770514603616135,0.002086230876216968,2.993190485413101,0.46845611929893494,1.1584744155406952,0.0,0,0,0.0,0,0,0.0,2.9032048616834802,0.005209213443404598,0.004386292162240586,0.0,0.06954102920723226,0.4313137372525495,0.0,2,0,0.05460361613351877,moderate,2,real,kidney,nan,nan,V1_Mouse_Kidney,2026-07-18T08:39:52Z
warp_only_DLPFC_151507_s4_seed1,4226,129.29516331241123,0,3,0.0,0.0,1.0,0.6245175004005432,1.0757173061370848,0.0017763423496164716,1,6,0.6129681690559527,0,0,0.0,9.71539215164051,3.4004493989270665,2.2299873851449057,0.8521060104117368,0.0416469474680549,0.8465544871794872,0.0,0,0,0.0,none,0,warp_only,synthetic,4.0,1,DLPFC_151507,2026-07-18T08:39:53Z
synthetic_DLPFC_151507_s6_seed1,4226,124.81784171447612,0,3,0.0,0.0,1.0,0.6240595579147339,1.075735831260681,0.001709819247679531,1,6,0.6316782233226617,0,0,0.0,9.71539215164051,15.767094814913696,9.891984654843874,0.9862754377662092,0.05939422621864648,0.8465544871794872,0.0,0,0,0.0,none,0,synthetic,synthetic,6.0,1,DLPFC_151507,2026-07-18T08:39:54Z
Parent_Visium_Human_BreastCancer,4325,273.00183149568795,0,1,0.0,0.0,1.0,0.3049163818359375,0.8269515156745899,0.049665486029122394,54,93,0.900082964576728,4,0,0.0,7.57767543948222,0.002551097543198962,0.002194148790630533,0.0,0.03722543352601156,0.8915687487116059,0.0,0,0,0.0,none,0,real,breast,nan,nan,Parent_Visium_Human_BreastCancer,2026-07-18T08:39:55Z
warp_only_DLPFC_151507_s6_seed1,4226,125.14532439415882,0,3,0.0,0.0,1.0,0.6244681477546692,1.0756802558898926,0.0017754822048260835,1,6,0.6316782233226623,0,0,0.0,9.71539215164051,5.270715570511043,3.454998887188051,0.9344533838144817,0.043066729768102226,0.8465544871794872,0.0,0,0,0.0,none,0,warp_only,synthetic,6.0,1,DLPFC_151507,2026-07-18T08:39:56Z
Parent_Visium_Human_Cerebellum,4992,137.55726080436466,0,0,0.0,0.0,1.0,0.33760714530944824,0.9168764948844909,0.08391751174028449,101,92,0.9842059820539196,30,0,0.0,10.659102136337356,0.0050565520487875154,0.004362505641763198,0.0,0.026041666666666668,1.0,0.0,0,0,0.0,none,0,real,cerebellum,nan,nan,Parent_Visium_Human_Cerebellum,2026-07-18T08:39:57Z
synthetic_DLPFC_151507_s8_seed1,4226,120.64389401014937,0,3,0.0,0.0,1.0,0.623421847820282,1.0758630514144896,0.001718494271685761,1,6,0.6601271760829294,0,0,0.0,9.71539215164051,21.750654501485567,13.644984604190126,0.9950307619498343,0.061997160435399906,0.8465544871794872,0.0,0,0,0.0,none,0,synthetic,synthetic,8.0,1,DLPFC_151507,2026-07-18T08:39:58Z
Parent_Visium_Human_ColorectalCancer,3138,137.55726080436466,1,13,0.0022307202039515616,0.0022307202039515616,2.5281218922736857,0.326850563287735,0.7150814533233643,0.016362837689435538,14,10,0.879828855709159,1,0,0.0,8.130652420518965,0.00510663442046315,0.0043661178811570086,0.0,0.05417463352453792,0.6877054569362262,0.0,1,0,0.03115360101975781,mild,1,real,atlas_other,nan,nan,Parent_Visium_Human_ColorectalCancer,2026-07-18T08:39:59Z
warp_only_DLPFC_151507_s8_seed1,4226,121.08550513770528,0,3,0.0,0.0,1.0,0.6240517497062683,1.0756987810134888,0.0017816650469711693,1,6,0.6601271760829293,0,0,0.0,9.71539215164051,7.263868280481318,4.760498336250939,0.9633222905821107,0.045906294368196876,0.8465544871794872,0.0,0,0,0.0,none,0,warp_only,synthetic,8.0,1,DLPFC_151507,2026-07-18T08:39:59Z
synthetic_DLPFC_151508_s1_seed0,4384,135.51066716699955,2,9,0.0009124087591240876,0.0004562043795620438,1.0,0.6323531270027161,1.0493098199367523,0.002262796504369538,3,5,0.7493029697391265,0,0,0.0,6.9169124016139705,1.8657352983867066,1.5050424730689262,0.6576186131386861,0.046532846715328466,0.8782051282051282,0.0,2,0,0.043649635036496354,mild,2,synthetic,synthetic,1.0,0,DLPFC_151508,2026-07-18T08:40:01Z
Parent_Visium_Human_Glioblastoma,3468,137.55726080436466,11,102,0.02883506343713956,0.010380622837370242,3.9821537950064743,0.24279628694057465,0.585142967104911,0.036085626911314984,38,34,0.9229054679724124,1,0,0.0,5.662715502491304,0.005067358008345979,0.0043578570342606765,0.0,0.09025374855824683,0.760026298487837,0.0,11,0,0.3272664359861592,severe,11,real,brain_tumor,nan,nan,Parent_Visium_Human_Glioblastoma,2026-07-18T08:40:01Z
warp_only_DLPFC_151508_s1_seed0,4384,135.594626568852,2,9,0.0009124087591240876,0.0004562043795620438,1.0,0.6320833563804626,1.0482545375823975,0.002179157911121488,3,5,0.7493029697391271,0,0,0.0,6.9169124016139705,1.0238395959841649,0.5615669641954174,0.10971715328467153,0.036724452554744526,0.8782051282051282,0.0,2,0,0.043649635036496354,mild,2,warp_only,synthetic,1.0,0,DLPFC_151508,2026-07-18T08:40:02Z
Parent_Visium_Human_OvarianCancer,3493,274.0,0,1,0.0,0.0,1.0,0.4397607445716858,1.0210539519786832,0.020690331437536773,28,11,0.8808370963189218,2,0,0.0,4.477390934992671,0.0025480204910207772,0.0021904171407059626,0.0,0.0423704551961065,0.8275290215588723,0.0,0,0,0.0,none,0,real,atlas_other,nan,nan,Parent_Visium_Human_OvarianCancer,2026-07-18T08:40:03Z
synthetic_DLPFC_151508_s2_seed0,4384,133.6257388473624,2,9,0.0009124087591240876,0.0004562043795620438,1.0,0.6325671672821045,1.0494051277637482,0.0021830656479026977,3,5,0.748786644633562,0,0,0.0,6.9169124016139705,3.780651206085655,3.053874167394221,0.8907390510948905,0.05018248175182482,0.8782051282051282,0.0,2,0,0.043649635036496354,mild,2,synthetic,synthetic,2.0,0,DLPFC_151508,2026-07-18T08:40:04Z
Parent_Visium_Human_SpinalCord,2812,46.0,0,0,0.0,0.0,1.0,0.49262869358062744,0.9801437079906462,0.005594065426243464,1,6,0.6197411109594293,0,0,0.0,15.258887148889942,0.015285384332319785,0.013062068614835644,0.0,0.03485064011379801,0.79479932165065,0.0,0,0,0.0,none,0,real,atlas_other,nan,nan,Parent_Visium_Human_SpinalCord,2026-07-18T08:40:04Z
warp_only_DLPFC_151508_s2_seed0,4384,133.68445727402002,2,9,0.0009124087591240876,0.0004562043795620438,1.0,0.6320833563804626,1.0482545375823975,0.002179157911121488,3,5,0.748786644633562,0,0,0.0,6.9169124016139705,2.0755104098369217,1.1385193456782698,0.6081204379562044,0.038777372262773724,0.8782051282051282,0.0,2,0,0.043649635036496354,mild,2,warp_only,synthetic,2.0,0,DLPFC_151508,2026-07-18T08:40:05Z
Targeted_Visium_Human_BreastCancer_Immunology,4325,273.00183149568795,0,1,0.0,0.0,1.0,0.5343339443206787,1.0106996774673456,0.0033844942935852026,3,4,0.767876992494234,0,0,0.0,13.697229014597015,0.002551097543198962,0.002194148790630533,0.0,0.03722543352601156,0.8915687487116059,0.0,0,0,0.0,none,0,real,breast,nan,nan,Targeted_Visium_Human_BreastCancer_Immunology,2026-07-18T08:40:05Z
Targeted_Visium_Human_Cerebellum_Neuroscience,4992,137.55726080436466,0,0,0.0,0.0,1.0,0.5802040696144104,1.0559383153915405,0.00871163138909685,9,6,0.751526538280883,0,0,0.0,20.12114873881856,0.0050565520487875154,0.004362505641763198,0.0,0.026041666666666668,1.0,0.0,0,0,0.0,none,0,real,cerebellum,nan,nan,Targeted_Visium_Human_Cerebellum_Neuroscience,2026-07-18T08:40:06Z
synthetic_DLPFC_151508_s3_seed0,4384,131.6705627129311,2,9,0.0009124087591240876,0.0004562043795620438,1.0,0.6332733035087585,1.0503189444541923,0.002102967520834956,3,5,0.7545431223178676,0,0,0.0,6.9169124016139705,5.753431949841896,4.648689949901039,0.9505018248175182,0.05542883211678832,0.8782051282051282,0.0,2,0,0.043649635036496354,mild,2,synthetic,synthetic,3.0,0,DLPFC_151508,2026-07-18T08:40:07Z
Targeted_Visium_Human_ColorectalCancer_GeneSignature,3138,137.55726080436466,1,13,0.0022307202039515616,0.0022307202039515616,2.5281218922736857,0.6342220306396484,1.0353094339370728,0.0008785416209092906,0,0,0.0,0,0,0.0,9.244617757652872,0.00510663442046315,0.0043661178811570086,0.0,0.05417463352453792,0.6877054569362262,0.0,1,0,0.03115360101975781,mild,1,real,atlas_other,nan,nan,Targeted_Visium_Human_ColorectalCancer_GeneSignature,2026-07-18T08:40:07Z
Targeted_Visium_Human_Glioblastoma_Pan_Cancer,3468,137.55726080436466,11,102,0.02883506343713956,0.010380622837370242,3.9821537950064743,0.47462740540504456,0.8797273159027095,0.0034658511722731908,0,0,0.0,0,0,0.0,6.493544578791775,0.005067358008345979,0.0043578570342606765,0.0,0.09025374855824683,0.760026298487837,0.0,11,0,0.3272664359861592,severe,11,real,brain_tumor,nan,nan,Targeted_Visium_Human_Glioblastoma_Pan_Cancer,2026-07-18T08:40:08Z
warp_only_DLPFC_151508_s3_seed0,4384,131.7714018007122,2,9,0.0009124087591240876,0.0004562043795620438,1.0,0.6320833563804626,1.0482545375823975,0.002179157911121488,3,5,0.7545431223178676,0,0,0.0,6.9169124016139705,3.1602299561973677,1.7321887945251753,0.7903740875912408,0.04037408759124088,0.8782051282051282,0.0,2,0,0.043649635036496354,mild,2,warp_only,synthetic,3.0,0,DLPFC_151508,2026-07-18T08:40:08Z
Targeted_Visium_Human_OvarianCancer_Immunology,3493,274.0,0,1,0.0,0.0,1.0,0.6433572173118591,1.1010305047035216,0.001176701313983134,0,0,0.0,0,0,0.0,7.779379377515005,0.0025480204910207772,0.0021904171407059626,0.0,0.0423704551961065,0.8275290215588723,0.0,0,0,0.0,none,0,real,atlas_other,nan,nan,Targeted_Visium_Human_OvarianCancer_Immunology,2026-07-18T08:40:08Z
Targeted_Visium_Human_OvarianCancer_Pan_Cancer,3493,274.0,0,1,0.0,0.0,1.0,0.6606336236000061,1.1185793638229369,0.00225534418513434,0,0,0.0,0,0,0.0,5.109885491950959,0.0025480204910207772,0.0021904171407059626,0.0,0.0423704551961065,0.8275290215588723,0.0,0,0,0.0,none,0,real,atlas_other,nan,nan,Targeted_Visium_Human_OvarianCancer_Pan_Cancer,2026-07-18T08:40:09Z
synthetic_DLPFC_151508_s4_seed0,4384,129.67097443275279,2,9,0.0009124087591240876,0.0004562043795620438,1.0,0.6344281435012817,1.0529986262321465,0.002177463255307567,3,5,0.7643348926808237,0,0,0.0,6.9169124016139705,7.7883500714680185,6.293478698565845,0.9726277372262774,0.05862226277372263,0.8782051282051282,0.0,2,0,0.043649635036496354,mild,2,synthetic,synthetic,4.0,0,DLPFC_151508,2026-07-18T08:40:09Z
